nuts2,sbr,total_contracts,ref_gdp_c1,running_var,treatment,cycle,cycle_post,educ_share,pop_density,Service_Share,Agriculture_Share,log_pop_density,country,latitude,longitude,dist_brussels_km,dist_capital_km,post_communist,mediterranean,terrain_ruggedness,country_code,gov_effectiveness_norm,unemployment
NL13,0.07871148459383752,68,105.66666666666667,30.66666666666667,0,1,0,24.457142857142856,185.5142857142857,0.6874904315073106,0.032654644655850676,5.228507835154529,NL,52.5091,6.0919,220.0,82.6,0.0,0.0,0.5,NL,0.920094469,3.1
NL21,0.033922497570456754,212,116.0,41.0,0,1,0,27.842857142857145,340.0571428571429,0.7094869491402093,0.019813217576799,5.832050037605625,NL,52.5168,6.083,220.4,82.1,0.0,0.0,0.5,NL,0.920094469,2.633333333
NL22,0.06171534293643451,215,121.66666666666667,46.66666666666667,0,1,0,30.27142857142857,402.4428571428571,0.7574951876411281,0.022906579563351775,6.000034859695745,NL,52.0907,5.1214,147.9,34.7,0.0,0.0,0.5,NL,0.920094469,2.3
NL23,0.024776386404293384,191,106.0,31.0,0,1,0,27.342857142857145,274.5571428571429,0.7954853681212103,0.039973352404100694,5.618795022174881,NL,52.1561,5.3878,161.9,41.1,0.0,0.0,0.5,NL,0.920094469,3.233333333
NL32,0.0832833519191678,554,176.33333333333334,101.33333333333334,0,1,0,37.44285714285714,1003.157142857143,0.859422858317726,0.008863243406643124,6.911903804794183,NL,52.3702,4.8952,173.1,0.0,0.0,0.0,0.5,NL,0.920094469,2.333333333
NL34,0.05268756551246291,152,104.66666666666667,29.66666666666667,0,1,0,23.7,213.35714285714286,0.6538717372761174,0.05034959962062953,5.367643515825108,NL,51.4416,5.4697,102.0,110.5,0.0,0.0,0.5,NL,0.920094469,2.733333333
NL41,0.08106782972677147,446,140.66666666666666,65.66666666666666,0,1,0,29.800000000000004,498.15714285714284,0.7104707597925701,0.023641754703457613,6.2129209617214025,NL,51.4416,5.4697,102.0,110.5,0.0,0.0,0.5,NL,0.920094469,2.133333333
NL42,0.12527315821433468,151,121.33333333333333,46.33333333333333,0,1,0,25.62857142857143,522.1714285714286,0.7208985180060943,0.027489623576995543,6.2599091896523005,NL,50.8514,5.691,94.0,177.6,0.0,0.0,0.5,NL,0.920094469,2.533333333
PL21,0.4930989171600157,3185,42.666666666666664,-32.333333333333336,1,1,0,23.071428571428573,219.04285714285714,0.6491954307130221,0.019697972592598516,5.393822332575098,PL,50.2649,19.0238,1036.8,258.6,1.0,0.0,2.5,PL,0.5810970704999999,13.46666667
PL22,0.3745316008348242,10160,51.333333333333336,-23.666666666666664,1,1,0,20.97142857142857,377.7142857142857,0.5579560493204494,0.009377014934712062,5.936782057233712,PL,50.0647,19.945,1105.3,252.0,1.0,0.0,2.5,PL,0.5810970704999999,19.86666667
PL41,0.5334579806080858,2477,51.333333333333336,-23.666666666666664,1,1,0,19.785714285714285,115.65714285714286,0.5867842703320891,0.046120402764726946,4.759239229830162,PL,53.1325,23.1688,1309.2,176.7,1.0,0.0,2.5,PL,0.5810970704999999,17.3
PL42,0.5167658731291386,1653,46.333333333333336,-28.666666666666664,1,1,0,21.014285714285712,76.92857142857143,0.6599142872422182,0.037673257405275995,4.355792656217813,PL,52.4064,16.9252,883.8,278.5,1.0,0.0,2.5,PL,0.5810970704999999,22.86666667
PL43,0.5217449276492828,1744,43.0,-32.0,1,1,0,17.571428571428573,73.12857142857142,0.5761801114050031,0.04091723565519274,4.30580103731838,PL,53.4285,14.5528,752.0,453.8,1.0,0.0,2.5,PL,0.5810970704999999,23.53333333
PL51,0.46341534465801465,3672,49.0,-26.0,1,1,0,21.342857142857145,145.17142857142858,0.556347509947569,0.016990359051780025,4.98478010120932,PL,51.7592,19.456,1052.9,118.7,1.0,0.0,2.5,PL,0.5810970704999999,24.0
PL52,0.5153154336306864,1451,39.333333333333336,-35.666666666666664,1,1,0,18.057142857142857,107.02857142857144,0.5725064672958248,0.04046329254683952,4.6823957424015195,PL,51.1079,17.0385,887.5,301.0,1.0,0.0,2.5,PL,0.5810970704999999,18.26666667
PL61,0.4665045266098045,2760,43.333333333333336,-31.666666666666664,1,1,0,17.271428571428572,117.48571428571428,0.5978106320534827,0.0478097631433788,4.774792398756968,PL,50.6751,17.9213,953.3,275.2,1.0,0.0,2.5,PL,0.5810970704999999,20.76666667
PL62,0.5649443980464973,2032,36.666666666666664,-38.333333333333336,1,1,0,18.457142857142856,61.58571428571429,0.5983336990609506,0.06812778092580749,4.136537045764539,PL,53.0138,18.5984,1004.1,184.8,1.0,0.0,2.5,PL,0.5810970704999999,24.0
PL63,0.5306702559947191,3806,47.333333333333336,-27.666666666666664,1,1,0,22.614285714285717,125.87142857142858,0.6298355941250339,0.025302779446869882,4.843174200209146,PL,53.7784,20.4801,1140.8,175.8,1.0,0.0,2.5,PL,0.5810970704999999,18.63333333
PT11,0.0,1,67.66666666666667,-7.333333333333329,1,1,0,13.671428571428573,173.6142857142857,0.6735017653850083,0.015937276843961283,5.162579459727904,PT,41.5518,-8.4229,1422.8,320.5,0.0,0.0,4.5,PT,0.7030849044999999,3.933333333
PT15,0.2,35,88.33333333333333,13.333333333333329,0,1,0,15.214285714285714,88.57142857142857,0.8338051974449409,0.0364472731815662,4.4950363915776075,PT,39.3999,-8.2245,1606.1,109.2,0.0,0.0,4.5,PT,0.7030849044999999,4.5
PT20,0.2916666666666667,52,70.0,-5.0,1,1,0,9.700000000000001,106.32857142857142,0.7791033008626841,0.07751264845757888,4.675894890319801,PT,32.6669,-16.9241,2664.1,972.7,0.0,0.0,4.5,PT,0.7030849044999999,
PT30,0.047619047619047616,17,76.33333333333333,1.3333333333333286,0,1,0,13.171428571428573,330.2142857142857,0.8326535865870862,0.019159143979573308,5.802765554776202,PT,32.6669,-16.9241,2664.1,972.7,0.0,0.0,4.5,PT,0.7030849044999999,
SE12,0.12222222222222223,55,112.0,37.0,0,1,0,31.3,40.542857142857144,0.6696309893146676,0.015455688839033652,3.726725596604051,SE,59.8586,17.6389,1302.4,63.6,0.0,0.0,3.5,SE,0.9004928649999999,5.333333333
SE21,0.025,40,114.33333333333333,39.33333333333333,0,1,0,27.0,24.37142857142857,0.6395738709592517,0.028558833665702055,3.233623681502756,SE,57.7089,11.9746,907.9,396.9,0.0,0.0,3.5,SE,0.9004928649999999,4.033333333
SE22,0.20714285714285716,39,119.0,44.0,0,1,0,35.457142857142856,99.28571428571429,0.7221942752951513,0.02232505331100145,4.608023254970498,SE,55.605,13.0038,780.8,512.8,0.0,0.0,3.5,SE,0.9004928649999999,6.433333333
SE23,0.04005128205128205,93,124.66666666666667,49.66666666666667,0,1,0,33.285714285714285,63.785714285714285,0.6919057439283043,0.011589887501033347,4.171085120499878,SE,58.4108,15.6214,1107.5,173.8,0.0,0.0,3.5,SE,0.9004928649999999,4.7
SE31,0.0,15,107.0,32.0,0,1,0,25.771428571428572,12.928571428571429,0.6375876378721069,0.027559494913248963,2.6339422289484884,SE,63.8258,20.263,1719.6,513.2,0.0,0.0,3.5,SE,0.9004928649999999,6.4
SE32,0.18333333333333335,78,118.33333333333333,43.33333333333333,0,1,0,29.042857142857144,5.2,0.664620496985384,0.040577623152902496,1.824549292051046,SE,62.6315,17.9427,1543.2,367.3,0.0,0.0,3.5,SE,0.9004928649999999,6.666666667
SE33,0.0,29,113.33333333333333,38.33333333333333,0,1,0,31.928571428571427,3.314285714285714,0.6085922749656077,0.02533982676652447,1.4619317753255106,SE,64.7507,20.9527,1819.6,621.1,0.0,0.0,3.5,SE,0.9004928649999999,6.966666667
SK01,0.5677758078338995,2081,122.0,47.0,0,1,0,33.8,292.9857142857143,0.7919690411589521,0.006062772856435495,5.68353117529319,SK,48.1486,17.1077,967.5,0.0,1.0,0.0,6.0,SK,0.6002588115,7.966666667
SK02,0.3517850072221074,172,48.333333333333336,-26.666666666666664,1,1,0,14.200000000000001,122.85714285714286,0.5355851126744287,0.027802266262318298,4.819128827725229,SK,48.308,17.5878,993.7,39.7,1.0,0.0,6.0,SK,0.6002588115,17.9
SK03,0.5839283100152665,100,43.666666666666664,-31.333333333333336,1,1,0,15.971428571428573,82.98571428571428,0.6136239065492382,0.029573191685456468,4.4306467163528955,SK,48.7164,19.698,1124.9,201.3,1.0,0.0,6.0,SK,0.6002588115,21.23333333
SK04,0.4206319066087974,275,39.666666666666664,-35.333333333333336,1,1,0,14.614285714285714,101.74285714285715,0.6225935768017109,0.025039432496498124,4.632229334102098,SK,48.8974,20.7995,1195.9,284.3,1.0,0.0,6.0,SK,0.6002588115,23.76666667
